SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,0.270752851,37,0,0.6609181439999999,8233.0,14,0,4,0,3.0
1,0.007884065,88,0,5271.0,8311.0,15,0,2,0,0.0
1,0.0,84,0,0.0,1342.0,4,0,0,0,0.0
1,0.16909454399999999,50,1,0.004854369,3501.0,3,0,0,1,0.0
1,0.731319773,55,0,0.640380485,3258.0,8,0,1,0,0.0
1,0.450236651,33,0,0.101179764,5000.0,5,0,0,0,0.0
1,0.6914825920000001,29,1,0.10592716,4200.0,4,0,0,0,0.0
1,0.081756124,30,0,2.11420414,1400.0,6,0,1,0,0.0
1,0.031916749,34,0,0.017598827,15000.0,4,0,0,0,0.0
0,0.804859529,67,3,0.20205939399999998,6700.0,8,0,0,0,0.0
1,0.25163128,48,0,0.24240482,7800.0,10,0,1,0,0.0
1,0.0,32,0,0.529134533,2333.0,5,0,0,1,0.0
1,0.006216882,63,0,0.352132701,4219.0,12,0,1,1,1.0
1,0.9999998999999999,68,0,52.0,1159.0,0,0,0,0,0.0
1,0.0,34,1,0.327467811,2329.0,5,0,0,0,0.0
1,0.0,65,0,0.040751416,10060.0,8,0,0,0,0.0
1,0.000428551,58,0,463.0,1159.0,5,0,0,0,0.0
1,0.0,27,0,275.0,0.0,1,0,0,0,0.0
1,0.47994351399999996,47,0,2791.0,8311.0,11,0,2,0,3.0
1,0.035393327,70,0,0.21496838699999998,6800.0,10,0,0,0,1.0
1,0.245675432,49,1,0.20236168,10500.0,6,0,1,0,1.0
1,1.014383509,68,0,559.0,1159.0,5,0,0,0,0.0
1,0.763049917,63,0,0.465546795,5833.0,10,0,2,0,1.0
1,0.031731784,45,0,0.260057902,10016.0,12,0,1,0,0.0
1,0.062856177,71,0,0.012266238,9945.0,7,0,0,0,0.0
1,0.025793627000000003,67,0,0.248903701,5700.0,18,0,1,0,0.0
1,0.072713395,60,0,0.589223719,7200.0,20,0,1,0,1.0
1,0.013776233,52,0,0.468238793,4706.0,5,0,1,0,1.0
1,1.472351765,36,0,0.18741555699999998,5180.0,4,2,0,0,3.0
1,0.8814118590000001,41,0,1.6365113759999999,7383.0,7,0,5,0,2.0
1,0.704490983,53,3,0.190878285,18000.0,12,0,2,0,3.0
1,0.34098018799999996,52,2,0.74865027,3333.0,13,0,1,0,1.0
1,0.9999998999999999,42,0,0.312609075,4583.0,3,0,2,0,0.0
1,0.865280892,49,0,4056.0,2554.0,13,0,1,0,3.0
1,0.0,45,0,1414.0,2554.0,5,0,1,0,0.0
1,0.07490364099999999,43,0,1774.0,2554.0,14,0,1,0,0.0
1,0.046789882000000005,57,0,0.246997598,4995.0,15,0,1,0,1.0
1,0.0,80,0,0.00479904,5000.0,1,0,0,0,0.0
1,0.393980834,59,1,2431.0,2554.0,12,0,1,0,2.0
1,0.9870720129999999,53,3,0.115192321,15000.0,16,0,0,0,3.0
1,0.9999998999999999,32,0,0.273001241,5640.0,7,0,1,0,2.0
0,0.9999998999999999,39,3,0.20783848,1683.0,2,2,0,0,3.0
1,0.9999998999999999,49,0,356.0,1159.0,2,1,0,1,0.0
1,0.9999998999999999,59,0,0.41023622,2539.0,4,0,0,0,0.0
0,0.866251268,39,4,0.363471149,2200.0,5,0,1,0,2.0
1,0.111878122,68,0,1925.0,2554.0,8,0,1,0,0.0
1,0.0,51,0,1433.0,2554.0,5,0,1,0,0.0
1,0.008075984,78,0,0.40321114799999996,3300.0,12,0,1,0,0.0
1,0.9999998999999999,63,0,0.011660189,1800.0,3,0,0,0,0.0
1,0.016206586000000002,69,0,0.003004447,8320.0,3,0,0,0,0.0
1,0.092655197,61,0,0.693792581,5283.0,14,0,2,0,1.0
1,0.403599029,50,3,0.113110861,8000.0,12,0,0,0,0.0
0,0.566168052,41,0,0.741769673,8170.0,10,0,2,0,0.0
0,0.522537306,49,1,0.373148656,14583.0,10,0,2,0,2.0
1,0.062679017,44,0,0.497115385,7279.0,10,0,2,0,3.0
1,0.706464442,58,0,0.254202432,11183.0,10,0,0,0,1.0
1,0.796339927,53,0,0.487155822,6500.0,11,0,2,0,2.0
0,0.35076662,52,0,7610.0,8311.0,13,0,3,0,0.0
1,0.193887032,81,0,0.38453848700000004,3000.0,26,0,1,0,0.0
1,0.859196167,51,2,0.142791724,24020.0,13,1,2,4,1.0
1,0.26292700199999997,61,0,0.11323076900000001,16249.0,9,1,1,0,1.0
1,0.513948605,29,0,0.044399254000000006,5900.0,6,0,0,1,0.0
1,0.752427341,42,0,0.248260139,8333.0,6,0,1,0,2.0
1,0.9999998999999999,44,0,0.00063676,31408.0,0,1,0,0,0.0
1,0.18024043899999997,55,0,0.186574328,14583.0,6,0,2,0,0.0
1,0.033628384,45,0,27.0,1159.0,5,0,0,0,0.0
1,0.069578401,50,0,1274.0,2554.0,5,0,1,0,0.0
1,0.942737684,29,0,0.212478185,4583.0,5,0,0,0,0.0
1,0.7696323959999999,72,1,1.317845395,2431.0,16,0,1,0,0.0
1,0.016056258,33,0,0.7371079770000001,4750.0,12,0,4,0,1.0
1,0.005809413,46,0,0.008639309,925.0,11,0,0,0,0.0
1,0.010864955,67,0,0.465125348,17949.0,21,0,4,0,1.0
1,0.321321431,75,0,1.337987569,11100.0,7,1,2,0,0.0
1,0.384021324,89,0,0.656335029,8452.0,13,0,4,0,0.0
1,0.012881595,32,0,0.332698534,5250.0,5,0,1,0,4.0
1,0.03790059,72,0,545.0,2554.0,5,0,1,0,0.0
0,0.716042799,51,1,0.64846629,19266.0,10,0,6,0,0.0
1,0.31548722100000004,59,0,0.204498978,4400.0,5,0,0,0,0.0
1,0.9999998999999999,66,3,0.174956694,4040.0,6,0,0,0,1.0
1,0.679288662,57,1,0.44370388,4200.0,11,0,1,0,1.0
1,0.046297433,49,0,0.387243957,10300.0,11,0,4,0,0.0
1,0.015026566000000002,67,0,0.007950849,8300.0,6,0,0,0,1.0
1,0.123652386,63,0,0.49170188600000003,9700.0,9,0,4,0,1.0
1,0.008761627,36,0,0.349151235,5183.0,9,0,2,0,0.0
1,0.0036273620000000003,58,0,0.585377585,6236.0,17,0,1,0,1.0
0,0.60411027,39,2,0.139972006,5000.0,4,1,0,0,0.0
1,0.076642216,49,0,0.09181794300000001,3800.0,5,0,0,0,2.0
1,0.030544066,81,0,0.008643042,2313.0,2,0,0,0,0.0
1,0.17423785600000002,77,0,0.375329974,4166.0,13,0,2,0,2.0
1,0.00022900200000000001,53,0,0.172971563,7665.0,7,0,1,0,5.0
1,0.030751407,37,0,0.21710408899999997,5600.0,9,0,0,0,0.0
1,0.0,45,0,0.49724022100000004,12500.0,18,0,12,0,2.0
1,0.087969745,59,0,1029.0,1159.0,6,0,0,0,0.0
1,0.36369966299999995,55,3,0.573587142,13500.0,17,1,6,0,1.0
1,0.9999998999999999,55,0,0.167543201,5323.0,1,1,0,1,2.0
1,0.9999998999999999,81,0,0.009141986,10500.0,3,0,0,0,0.0
1,0.9999998999999999,29,0,0.120722799,2600.0,1,1,0,0,0.0
1,0.12597702300000002,33,0,0.279586143,8601.0,9,0,1,0,4.0
1,0.9999998999999999,27,0,0.385620915,2600.0,4,0,0,0,1.0
1,0.675476552,48,1,1.0096485179999999,1450.0,12,0,1,0,1.0
1,0.02243087,44,0,0.0032200659999999997,11800.0,7,0,0,0,4.0
1,0.023414645,59,0,0.067870486,20877.0,9,0,1,0,2.0
1,0.682940193,38,1,0.582466805,6250.0,5,0,1,0,0.0
1,0.112692764,25,0,0.009813739,4992.0,7,0,0,0,0.0
1,0.884964601,48,0,0.384780761,20000.0,7,0,3,0,2.0
1,0.936589546,69,1,0.237442922,3941.0,6,2,0,0,0.0
1,0.312776057,56,0,0.6787227109999999,3068.0,18,0,2,0,1.0
1,0.83261914,44,0,0.301488558,4500.0,5,0,2,0,0.0
0,0.919246245,61,5,1.032653061,6124.0,16,0,8,5,0.0
1,0.0007999680000000001,53,0,0.133090336,10150.0,6,0,2,0,1.0
1,0.0,24,0,35.0,0.0,3,0,0,0,0.0
1,0.00818067,64,0,0.121234846,8000.0,18,0,1,0,0.0
1,0.171287579,48,4,0.435186873,5484.0,10,0,3,0,0.0
1,0.013440826999999999,48,0,1408.0,2554.0,7,0,1,0,0.0
1,0.359162631,24,0,0.108648414,2300.0,3,0,0,0,0.0
1,0.010293007,62,0,1429.0,8311.0,11,0,2,0,1.0
1,0.9999998999999999,63,0,0.46538261299999995,1920.0,1,0,1,0,0.0
1,0.09178142199999999,56,0,0.166786657,8333.0,7,0,2,0,0.0
1,0.9290101409999999,40,2,0.461933905,4084.0,6,0,1,0,3.0
1,0.727799025,63,0,1.0057088490000001,2101.0,9,0,1,0,0.0
1,0.565843005,34,0,0.136543015,3800.0,9,0,0,0,0.0
1,0.06730124900000001,38,0,0.08554979900000001,8684.0,7,0,0,0,3.0
1,0.6722655470000001,46,0,0.733838993,5800.0,9,0,1,0,0.0
1,0.5711681679999999,52,2,0.324540368,1250.0,7,0,0,0,0.0
1,0.0,58,0,0.132574778,11600.0,10,0,3,0,1.0
1,0.034131838,57,0,1908.0,8311.0,19,0,2,0,2.0
1,0.038369679,64,0,1483.0,2554.0,11,0,1,0,2.0
1,0.37655137200000005,70,0,0.294018309,11250.0,16,0,2,0,2.0
1,0.007062059,48,0,0.555035567,10683.0,14,0,3,0,0.0
1,0.37654002200000003,26,0,0.095865516,2200.0,9,0,0,0,1.0
1,0.0,74,0,0.0,2100.0,2,0,0,0,0.0
0,0.835766569,41,1,0.6882947509999999,9200.0,12,0,4,0,2.0
1,0.9999998999999999,30,0,0.406531156,3000.0,5,2,0,3,1.0
1,0.273197187,29,0,0.174092589,4600.0,9,0,0,0,1.0
1,0.224422399,70,1,776.0,1159.0,12,0,0,0,0.0
1,0.025159241000000002,77,0,0.185226998,12400.0,7,0,2,0,0.0
1,0.144782191,57,0,0.377373171,6425.0,16,0,1,0,5.0
1,0.009165422,69,0,981.0,2554.0,11,0,1,0,0.0
1,0.007342943,43,0,52.0,1159.0,7,0,0,0,0.0
1,0.547996312,40,0,4178.0,2554.0,14,0,1,0,0.0
0,0.9389933909999999,56,1,0.246286896,5318.0,6,0,1,0,3.0
1,0.04337169900000001,67,0,0.011638316999999999,5584.0,5,0,0,0,0.0
1,0.492155151,49,0,0.089818306,5833.0,4,0,0,0,3.0
1,0.731076788,37,0,0.239376062,10000.0,7,0,2,0,0.0
1,0.123941991,43,0,0.224097637,3850.0,11,0,0,0,2.0
1,0.001804153,33,0,0.00034459,2901.0,5,0,0,0,0.0
1,0.043059325,42,0,3.9338662789999996,1375.0,13,0,3,0,3.0
1,0.240919546,56,0,2924.0,2554.0,10,0,1,0,0.0
1,0.9999998999999999,34,0,0.163446475,5744.0,4,0,1,0,2.0
1,0.146733176,35,0,0.028918628,6500.0,5,0,0,0,3.0
0,0.806896168,51,2,0.7835468640000001,4448.0,15,0,1,0,2.0
1,0.186558663,44,1,0.509450473,5713.0,8,0,1,0,5.0
1,0.807089533,57,0,0.366011905,16799.0,25,0,2,0,2.0
1,0.812747344,28,0,0.12490386099999999,6500.0,6,0,0,0,1.0
1,0.067612416,42,0,0.672179709,4050.0,8,0,1,0,2.0
1,0.170294857,46,0,0.348421053,6649.0,8,0,2,0,2.0
1,0.073919967,51,0,0.252474753,10000.0,9,0,1,0,2.0
1,0.966016992,55,0,0.176120882,4036.0,10,0,0,0,0.0
1,0.0,30,0,0.035998199999999994,6666.0,7,0,0,0,0.0
1,0.0027744059999999997,77,0,0.000463607,2156.0,1,0,0,0,0.0
1,0.064007472,89,0,34.0,1159.0,1,0,0,0,0.0
1,0.583516216,24,0,0.745271122,792.0,4,0,0,0,0.0
1,0.016557371,62,0,0.307292361,7500.0,14,0,1,0,0.0
1,0.026402737000000003,90,0,26.0,1159.0,2,0,0,0,0.0
1,0.107781505,34,0,0.296075213,6700.0,10,0,1,0,0.0
1,1.006199587,43,0,0.43389152700000005,4000.0,5,0,2,0,0.0
1,0.075176098,57,0,4644.0,8311.0,22,0,2,0,0.0
1,0.9999998999999999,57,0,4189.0,8311.0,3,0,2,0,0.0
1,0.572680069,53,0,0.332507228,9683.0,11,0,1,0,0.0
1,0.416026031,59,0,0.80244898,6124.0,18,0,4,0,0.0
1,0.8547912990000001,35,0,0.018611111,3599.0,6,1,0,0,0.0
1,0.104269985,36,0,0.7307692309999999,6135.0,9,0,2,0,0.0
1,0.277344531,42,0,668.0,2554.0,3,0,1,0,0.0
1,0.661295605,80,0,1.679929266,1130.0,15,0,1,0,0.0
1,0.0,39,1,0.130322103,2700.0,3,0,0,1,0.0
1,0.021045201,58,0,0.00433635,5303.0,3,0,0,0,0.0
1,0.008542159,62,0,0.241903934,4600.0,5,0,1,0,0.0
1,0.03639818,38,0,0.24059492600000001,8000.0,11,1,0,0,3.0
0,0.05720006,53,0,0.8572856790000001,4000.0,13,0,1,0,0.0
1,0.0,47,0,0.17534769600000003,11000.0,6,0,1,0,4.0
1,0.0,62,0,0.117153139,2500.0,13,0,0,0,0.0
1,0.6478044829999999,46,0,1.111725955,3794.0,22,0,2,0,1.0
1,0.405397031,74,0,0.527191299,3125.0,14,0,1,0,0.0
1,0.39132173600000003,52,0,0.047805102,4350.0,3,0,0,0,1.0
1,0.0,29,0,0.477829943,3833.0,10,0,2,0,0.0
0,0.0,83,2,0.355328934,5000.0,6,0,1,0,0.0
0,0.934374143,67,1,0.735373473,14083.0,22,0,2,0,1.0
1,0.569886023,40,0,0.768026511,8750.0,6,0,2,0,2.0
1,0.019809912,39,0,2296.0,8311.0,5,0,2,0,0.0
1,0.073418459,52,0,0.30747437699999997,12000.0,20,0,2,0,1.0
1,0.217302293,54,0,0.516276937,4361.0,12,0,2,0,0.0
1,0.810437327,54,0,0.127200086,9260.0,5,0,1,0,2.0
1,0.0,57,0,0.270317443,9166.0,5,0,1,0,0.0
1,0.35146057399999997,57,0,0.249282671,11500.0,10,0,2,0,5.0
1,0.0033994190000000003,56,0,1677.0,2554.0,7,0,1,0,0.0
1,0.105649058,29,1,0.26587746,6250.0,8,0,1,0,0.0
1,0.024524493999999997,51,0,1.089201878,1916.0,7,0,1,0,0.0
1,0.013024673999999998,61,0,15.0,1159.0,4,0,0,0,0.0
1,0.331414903,79,0,0.6866071429999999,1119.0,13,0,0,0,0.0
1,0.455814994,61,1,1.378330373,3377.0,11,0,1,0,0.0
1,0.084523979,58,0,0.19446883199999998,6833.0,10,0,1,0,0.0
1,0.210789211,26,0,6.0,0.0,2,0,0,0,0.0
1,0.133688258,70,0,463.0,2554.0,14,0,1,0,0.0
1,0.03440659,58,0,0.368766404,12953.0,10,0,2,0,1.0
0,0.9999998999999999,33,0,0.0,1840.0,0,0,0,0,2.0
1,0.30950828199999997,55,0,0.191726034,8000.0,5,0,1,0,3.0
1,0.26995500699999997,30,0,0.389522973,6833.0,8,0,1,0,0.0
1,0.197365271,59,0,0.278229569,7500.0,15,0,3,0,0.0
1,0.707129287,43,0,0.739948119,3083.0,8,0,2,0,0.0
0,0.569681709,47,0,6.163152052999999,900.0,11,0,2,0,2.0
1,0.025783087000000003,48,0,0.010845176000000002,2673.0,9,0,0,0,0.0
1,0.029209013,51,0,0.099083989,7750.0,4,0,1,0,0.0
1,0.039646605,62,0,0.022329612000000002,6000.0,20,0,0,0,0.0
1,0.142243549,43,0,0.349930014,5000.0,7,0,1,0,3.0
1,0.152307738,60,0,1.044117647,3535.0,8,0,2,0,0.0
1,0.038660566,71,0,0.30808648899999996,8000.0,7,0,1,0,0.0
1,0.027698537000000002,81,0,276.0,0.0,8,0,0,0,1.0
1,0.20746022100000003,56,0,0.8141993959999999,661.0,10,0,0,0,0.0
1,0.582794334,64,0,0.247682533,9600.0,5,0,1,0,0.0
1,0.40748671700000005,47,0,0.714264287,6666.0,18,0,2,0,2.0
0,0.8810651509999999,46,3,1.1035631890000002,3900.0,11,1,2,1,3.0
1,0.148514059,50,0,0.417429675,9064.0,8,0,2,0,3.0
1,0.523676746,58,0,0.10892542599999999,3405.0,7,0,0,0,1.0
1,0.180296867,62,0,1609.0,2554.0,11,0,1,0,0.0
1,0.38220874,59,0,0.31359289,10350.0,8,0,2,0,3.0
1,0.08805709699999999,43,0,0.042160029,5573.0,13,0,0,0,1.0
1,0.006367642,62,0,6413.0,8311.0,18,0,2,0,0.0
1,0.16388759,31,0,0.040682415,2285.0,3,0,0,0,1.0
1,0.908534792,55,0,0.626395601,6000.0,6,0,2,0,3.0
1,0.822859221,37,0,637.0,1159.0,2,0,0,0,0.0
1,0.832064538,45,0,0.319839411,8966.0,9,0,1,0,3.0
1,0.012647531000000002,68,0,1932.0,2554.0,10,0,1,0,0.0
1,0.507967673,46,0,0.27054045600000004,3200.0,7,0,0,0,1.0
1,0.09277808900000001,55,0,0.9366877709999999,3000.0,11,0,2,0,0.0
1,1.0448106659999998,32,1,0.16147308800000001,6000.0,4,0,0,0,0.0
1,0.022430244,62,0,0.015661446000000002,3000.0,5,0,0,0,0.0
1,0.004965919,63,0,1245.0,0.0,15,0,2,0,1.0
1,0.9326134770000001,33,0,0.300291545,2400.0,5,0,0,0,2.0
1,0.387612388,33,0,0.033655448,3000.0,1,1,0,0,0.0
1,0.019352614,57,0,13.0,1159.0,2,0,0,0,0.0
1,0.19428836300000002,35,0,0.167350805,9500.0,19,0,1,0,0.0
1,0.339759185,43,0,0.403695349,9308.0,21,0,2,0,1.0
1,0.073895602,59,0,0.359386718,12000.0,14,0,3,0,0.0
1,1.067986403,39,2,0.367126575,5000.0,9,2,0,0,2.0
1,0.015178893999999998,51,0,0.12452716,6608.0,3,0,0,0,1.0
1,0.9660752579999999,38,0,0.24831667,4900.0,7,0,0,0,1.0
1,0.9999998999999999,48,0,0.45395449600000004,4614.0,2,0,1,0,1.0
1,1.008660893,46,1,0.130773845,5000.0,5,0,0,0,0.0
1,0.08312607400000001,57,0,0.083386845,10900.0,3,0,1,0,1.0
1,0.39818956899999997,32,0,0.503894345,2952.0,8,0,0,0,3.0
1,0.0,73,0,0.42003762899999997,2125.0,5,0,0,0,0.0
1,0.20677712,71,1,1.0907407409999998,2699.0,15,0,3,0,0.0
1,0.715631969,27,1,0.229667657,3700.0,7,0,0,0,0.0
1,0.009074773000000001,71,0,0.007320644,1365.0,1,0,0,0,0.0
1,0.434196514,44,1,0.217731421,2300.0,3,0,0,0,0.0
1,1.08946424,34,1,63.5,1.0,2,0,0,1,0.0
1,0.5195203979999999,47,0,5692.0,8311.0,20,0,2,0,3.0
0,0.28271860600000004,58,1,453.0,1159.0,6,0,0,0,0.0
1,0.200308563,51,0,1873.0,8311.0,4,0,2,0,0.0
1,0.646329092,58,0,0.234326824,11675.0,6,0,1,0,2.0
1,0.39058437700000004,47,0,292.0,1159.0,1,0,0,0,0.0
1,0.346231012,41,0,0.513897221,5000.0,7,0,2,0,2.0
0,0.9999998999999999,33,0,0.174510621,2400.0,2,0,0,0,2.0
1,0.763231062,52,0,0.256139509,12500.0,5,0,2,0,3.0
0,0.763870535,56,0,0.9408460009999999,3025.0,9,0,2,0,0.0
1,0.500135123,38,1,0.356301321,2800.0,6,0,0,0,0.0
1,0.008359265,72,0,0.472401698,5416.0,35,0,1,0,2.0
1,0.11329556800000001,76,0,366.0,2554.0,6,0,1,0,0.0
1,0.145714068,50,0,0.012951602,4400.0,2,0,0,0,0.0
1,0.039275494,54,0,0.528089888,5250.0,10,0,2,0,0.0
1,0.0114134,53,0,0.912748482,8400.0,10,0,7,1,0.0
1,0.615823464,53,0,0.382208227,5080.0,9,0,0,0,1.0
1,0.767246653,54,1,0.73816568,4055.0,18,0,3,0,0.0
1,0.017869543,56,0,0.30422082699999997,6846.0,11,0,2,0,2.0
1,0.00054543,56,1,0.39479081200000005,4875.0,8,0,2,0,0.0
1,0.001124859,68,0,0.0,5356.0,5,0,0,0,0.0
1,0.102094895,61,0,0.21009898800000001,8990.0,4,0,1,0,0.0
0,0.985563388,50,0,0.431558935,4207.0,6,1,0,0,2.0
1,0.813752294,48,3,0.449795803,7100.0,8,0,1,1,0.0
1,0.059497025,81,0,0.00132908,26333.0,2,0,0,0,0.0
1,0.01646517,79,0,22.0,1159.0,7,0,0,0,0.0
1,0.094938835,56,1,2255.0,8311.0,6,0,2,0,0.0
1,0.003221325,66,0,1370.0,8311.0,9,0,2,0,2.0
1,0.520958084,26,0,0.228104759,3550.0,4,0,0,0,0.0
1,0.9999998999999999,21,0,0.0,900.0,1,0,0,0,0.0
1,0.147742613,47,0,1207.0,2554.0,2,0,1,0,0.0
1,0.454620036,48,0,0.292771465,6335.0,29,0,0,0,0.0
1,0.059235275,40,0,0.354751306,5166.0,5,0,1,0,0.0
1,0.5458395420000001,50,0,0.309752712,19450.0,11,0,4,0,1.0
1,0.079820501,70,0,0.026141241000000003,2562.0,5,0,0,0,0.0
0,0.709488023,41,1,0.51655365,5013.0,6,0,1,0,4.0
1,0.952031979,43,0,0.261692253,2800.0,5,3,0,2,0.0
1,0.112117156,71,0,0.012205754,3440.0,7,0,0,0,1.0
1,0.024724334,32,0,10.0,1159.0,3,0,0,0,0.0
1,0.9999998999999999,28,0,0.0,1981.0,1,0,0,0,0.0
1,0.428698094,28,0,0.278785635,2700.0,7,0,0,0,0.0
1,0.061859708,47,0,0.020855157,10500.0,7,0,0,0,3.0
1,0.900832295,42,0,0.424652686,11300.0,5,0,1,0,3.0
1,0.01416347,55,0,0.001107624,10833.0,2,0,0,0,0.0
1,0.025995667000000004,61,0,3471.0,2554.0,6,0,1,0,0.0
1,0.9999998999999999,50,0,0.096832705,7166.0,1,0,0,0,0.0
1,0.611865678,72,0,0.04578345,7600.0,3,0,1,0,0.0
1,0.086017921,39,0,2489.0,8311.0,9,0,2,0,0.0
1,0.0,65,0,0.358183376,1166.0,6,0,0,0,0.0
1,0.091354591,93,1,0.059734228,7750.0,8,1,0,0,0.0
1,0.0,71,0,0.369248529,18190.0,27,0,3,0,0.0
1,0.438228314,55,0,0.6534947720000001,9084.0,6,0,2,0,0.0
0,1.389221557,37,0,0.748296229,2200.0,4,8,0,1,1.0
1,0.0,50,0,4732.0,8311.0,11,0,4,0,0.0
1,0.003454456,57,0,0.0010596960000000002,2830.0,5,0,0,0,0.0
1,0.8685657170000001,26,0,0.263970922,2200.0,3,0,0,0,0.0
1,0.044843448,42,0,0.162472921,6000.0,6,0,1,0,0.0
1,0.180958812,44,1,0.28533274,4492.0,9,0,1,0,2.0
1,0.9999998999999999,29,1,233.0,1159.0,1,0,0,0,0.0
1,0.146781436,53,0,2789.0,2554.0,11,0,1,0,0.0
1,0.06042649,47,0,0.19550281100000003,1600.0,10,0,0,0,0.0
1,0.953555878,47,0,0.549245785,3380.0,5,0,1,0,0.0
1,0.016606425,61,0,0.100281162,3200.0,4,0,1,0,0.0
1,0.743394318,62,1,0.139742273,21417.0,12,0,2,0,1.0
1,0.348362933,39,0,1.871128871,1000.0,7,0,1,0,1.0
1,0.21867154600000002,32,0,0.588409007,5417.0,6,0,1,0,0.0
1,0.45741401,49,0,0.269408266,9750.0,5,0,2,0,1.0
1,0.9999998999999999,50,0,0.075786283,7916.0,2,0,1,0,0.0
1,0.6021896870000001,53,1,0.628628344,3513.0,7,0,1,0,2.0
1,0.100457991,54,0,0.109408807,17100.0,4,0,1,0,1.0
1,0.263673167,48,0,5096.0,0.0,9,0,3,0,3.0
1,0.9999998999999999,41,2,0.00329934,3333.0,2,0,0,0,1.0
1,0.096207216,60,0,0.023255814,2794.0,8,0,0,0,0.0
1,0.979154612,58,0,1.40018315,3275.0,39,0,2,0,0.0
1,0.025113359,33,0,90.0,1159.0,4,0,0,0,0.0
1,0.282072702,56,0,4883.0,2554.0,7,0,1,0,0.0
1,0.0,70,0,0.27076049,4575.0,5,0,1,0,1.0
1,0.09374176199999999,41,2,0.7181719259999999,3675.0,10,0,3,0,2.0
1,0.11713615599999999,58,0,0.526078987,6000.0,9,0,2,0,0.0
1,0.0,41,0,1598.0,8311.0,6,0,3,0,0.0
1,0.405780006,44,0,0.398070815,8500.0,12,0,2,0,2.0
1,0.81487405,48,1,7421.0,8311.0,13,0,2,0,3.0
1,0.033934804,57,0,5354.0,8311.0,9,0,2,0,4.0
1,0.43381870200000006,58,1,2.093912487,12500.0,26,0,8,0,0.0
1,0.042513071,89,0,0.097727273,439.0,5,0,0,0,0.0
1,0.020440842,72,0,0.103326935,3125.0,9,0,0,0,0.0
1,0.086781797,75,0,0.49670529399999996,4400.0,12,0,1,0,0.0
1,0.165276995,67,0,0.03210921,5200.0,4,0,0,0,0.0
1,0.06233553,80,0,0.015558698999999999,5655.0,4,0,0,0,0.0
1,0.07765048599999999,38,0,0.070697816,6548.0,5,0,0,0,2.0
1,0.024911552000000003,61,0,0.00299976,8333.0,11,0,0,0,0.0
1,0.449829873,47,1,0.220602613,11250.0,8,0,1,1,4.0
1,0.0,24,0,0.0,4826.0,1,0,0,0,0.0
1,0.021427296000000002,79,1,10.0,1159.0,4,0,0,0,0.0
1,0.404862348,65,0,0.276919633,13400.0,8,0,4,0,0.0
1,0.009487731,34,0,0.51662682,4600.0,8,0,2,0,1.0
1,0.01626805,45,1,0.084718208,11071.0,9,0,1,0,1.0
1,0.06691109099999999,33,0,0.28234353100000004,5000.0,9,0,0,0,1.0
1,0.07579605,50,0,4.129740518999999,500.0,14,0,1,0,0.0
1,0.016905022,55,0,1.509056839,1600.0,13,0,1,0,0.0
1,0.22933652100000002,44,0,3316.0,8311.0,12,0,2,0,2.0
1,0.07244956,42,0,0.359182313,9000.0,8,0,2,0,1.0
1,0.9999998999999999,48,0,69.0,1159.0,0,1,0,0,0.0
1,0.9999998999999999,49,1,0.403072983,7809.0,13,0,2,0,5.0
1,0.241621668,40,0,3228.0,8311.0,11,0,2,0,0.0
1,0.031362448,61,0,0.326269213,4293.0,5,0,1,0,1.0
1,0.028918867,42,0,0.38223111,7000.0,5,0,1,0,0.0
1,0.448227589,61,0,0.334722057,8400.0,6,0,1,0,2.0
1,1.4875207990000001,35,3,0.069559668,4700.0,3,0,0,0,2.0
1,0.011252226,62,0,0.002428225,7000.0,4,0,0,0,0.0
1,0.407097272,63,0,0.48862784299999995,4000.0,9,1,2,0,1.0
1,0.9999998999999999,36,0,0.016419324,3166.0,0,0,0,0,0.0
0,0.34163974799999997,22,0,0.074423771,3600.0,5,0,0,1,0.0
1,0.049334218,64,0,192.0,2554.0,4,0,1,0,0.0
1,0.177616235,65,0,4350.0,2554.0,13,0,1,0,0.0
1,0.9640239840000001,30,0,470.0,1159.0,2,0,0,0,0.0
1,0.403298351,51,0,0.647740904,2500.0,7,0,1,0,0.0
1,0.36267819,62,0,0.465432771,3673.0,8,0,1,0,2.0
1,0.607665994,42,0,0.479726934,4833.0,7,0,1,0,0.0
1,0.767459476,44,1,0.216091245,12975.0,8,0,2,0,0.0
1,0.0,52,0,0.0,7666.0,2,0,0,0,2.0
1,0.591717755,46,0,0.592937488,10845.0,16,0,2,0,0.0
1,0.968659873,43,0,0.07339878400000001,2138.0,12,0,0,0,2.0
1,0.088193682,53,0,1.019029189,6200.0,22,0,4,0,2.0
1,0.183257132,47,0,0.411641321,1906.0,9,0,0,0,2.0
1,0.017417676,76,0,0.63606617,5500.0,16,0,1,0,0.0
1,0.806413287,59,1,0.992728099,8800.0,18,1,4,0,0.0
0,0.9999998999999999,36,0,0.0,4000.0,0,1,0,0,0.0
0,0.93367185,44,3,0.26510213,2300.0,6,1,0,0,2.0
1,0.0019391270000000001,44,0,0.405518896,5000.0,4,0,1,0,0.0
